الشركة,رقم الحساب,اسم الحساب,التاريخ,رقم السند,نوع المستند,البيان/الشرح,المبلغ
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولات على خطاب ضمان,226.2
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,طوابع واردات,140
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102628,قيد يومي,عمولات راجحي,2612.308
SHK,6020101022,مصاريف صيانة عامة,5/13/2026,26102630,قيد يومي,ف/رقم 8811 فلتر هوا + فلتز زيت + زيت,210
SHK,6020101022,مصاريف صيانة عامة,5/13/2026,26102632,قيد يومي,ف/رقم 8824فلتر هوا + فلتز زيت + زيت,431
SHK,6020101013,مصاريف بيعية,5/13/2026,26102633,قيد يومي,بيعية,400.35
SHK,6020101012,مصاريف محروقات سيارات,5/13/2026,26102636,قيد يومي,ديزل,10.6
SHK,6010101021,مصاريف عمولات بنكية,5/13/2026,26102638,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/13/2026,26102638,قيد يومي,عمولات,0.7
SHK,6020101013,مصاريف بيعية,5/13/2026,26102642,قيد يومي,بيعية,400.35
SHK,6010101021,مصاريف عمولات بنكية,5/13/2026,26102643,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/13/2026,26102643,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/13/2026,26102643,قيد يومي,عمولات,0.7
SHK,6020101010,مصاريف صيانة سيارات,5/13/2026,26102644,قيد يومي,ف/رقم 269 صيانة سيارات,363.35
SHK,6010101007,مصاريف مياه,5/13/2026,26102649,قيد يومي,مياه مكتب المقابلين,10.35
SHK,6020101022,مصاريف صيانة عامة,5/13/2026,26102654,قيد يومي,تفصيل عامود,70.35
SHK,6010101026,مصاريف انترنت,5/13/2026,26102655,قيد يومي,انترنت,31.7
SHK,6020101020,مصاريف بريد,5/13/2026,26102656,قيد يومي,ارامكس,55.35
SHK,6020101015,مصاريف تحميل وتنزيل,5/13/2026,26102657,قيد يومي,ثائر حمدان,35.35
SHK,6010101022,مصاريف عمولات زين كاش,5/13/2026,26102658,قيد يومي,فلاتر هوا + زيت جوبترول,0.35
SHK,6020101010,مصاريف صيانة سيارات,5/13/2026,26102658,قيد يومي,فلاتر هوا + زيت جوبترول,324.138
SHK,6010101009,مصاريف متفرقة,5/13/2026,26102659,قيد يومي,متفرقة,25
SHK,6020101012,مصاريف محروقات سيارات,5/13/2026,26102663,قيد يومي,بنزين - معن,50
SHK,6010101020,مصاريف حكومية,5/13/2026,26102665,قيد يومي,طوابع,36.8
SHK,6010101020,مصاريف حكومية,5/13/2026,26102666,قيد يومي,طوابع,5.1
SHK,6010101020,مصاريف حكومية,5/13/2026,26102667,قيد يومي,طوابع,3.65
SHK,6010101020,مصاريف حكومية,5/13/2026,26102669,قيد يومي,طوابع,37.431
SHK,6020101010,مصاريف صيانة سيارات,5/13/2026,26102670,قيد يومي,بنشر,3
SHK,6020101010,مصاريف صيانة سيارات,5/13/2026,26102670,قيد يومي,شحن سيارة امجد العمري,9.425
SHK,6020101015,مصاريف تحميل وتنزيل,1/1/2026,26009721,قيد يومي,اغلاق,300
SHK,6020101014,خصم مسموح به,5/13/2026,26009723,قيد يومي,خصم على ف/رقم 21,-76
SHK,6010101022,مصاريف عمولات زين كاش,5/14/2026,26102674,قيد يومي,دفعة مساهمة وطنية,1
SHK,6010101022,مصاريف عمولات زين كاش,5/14/2026,26102675,قيد يومي,سلفة عمل بيد حسام الدرابيع,0.35
SHK,6010101022,مصاريف عمولات زين كاش,5/14/2026,26102677,قيد يومي,تحويل للمول,0.35
SHK,6010101021,مصاريف عمولات بنكية,5/14/2026,26102678,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/14/2026,26102678,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/14/2026,26102678,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/14/2026,26102678,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/14/2026,26102678,قيد يومي,عمولات,0.7
SHK,6020101010,مصاريف صيانة سيارات,5/14/2026,26102681,قيد يومي,غسيل سيارة نايف الحلبوني,3
SHK,6020101010,مصاريف صيانة سيارات,5/14/2026,26102681,قيد يومي,شحن سيارة نايف الحلبوني,25.05
SHK,6020101017,مصاريف شحن سيارات,5/14/2026,26102692,قيد يومي,شحن سيارة لؤي السيد,18
SHK,6020101014,خصم مسموح به,5/16/2026,26102700,قيد يومي,خصم مسحوبات 4 %,240.713
SHK,6010101024,مصاريف مواصلات,5/17/2026,26102701,قيد يومي,اجور مواصلات,5
SHK,6010101025,مصاريف هاتف,5/17/2026,26102705,قيد يومي,خطوط اتصال زين,400
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/17/2026,26102706,قيد يومي,عمولات,0.7
SHK,6020101010,مصاريف صيانة سيارات,5/17/2026,26102707,قيد يومي,غيار زيت,3
SHK,6020101017,مصاريف شحن سيارات,5/17/2026,26102708,قيد يومي,شحن سيارة ابو العبد,108
SHK,6010101020,مصاريف حكومية,5/17/2026,26102708,قيد يومي,تصديق معاملات,40
SHK,6010101020,مصاريف حكومية,5/17/2026,26102708,قيد يومي,مصادقة  على صحة توقيع,8
SHK,6010101009,مصاريف متفرقة,5/17/2026,26102708,قيد يومي,اجرة مواقف - ابو العبد,4
SHK,6010101009,مصاريف متفرقة,5/17/2026,26102709,قيد يومي,مصاريف ابو العبد,10.5
SHK,6010101012,مصاريف لوازم مستهلكة,5/17/2026,26102711,قيد يومي,ف/رقم 82476 صاج اسود,126.725
SHK,6020101008,مصاريف نقل وشحن,5/17/2026,26102714,قيد يومي,شيك رقم 23 حق 20/6/2026 البنك الاهلي,964
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000898,فاتورة مشتريات,A/P Invoices - LV0000008,712.233
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000899,فاتورة مشتريات,A/P Invoices - LV0000008,386.929
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000900,فاتورة مشتريات,A/P Invoices - LV0000008,40.947
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000901,فاتورة مشتريات,A/P Invoices - LV0000008,488.35
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000902,فاتورة مشتريات,A/P Invoices - LV0000008,726.283
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000903,فاتورة مشتريات,A/P Invoices - LV0000008,41.897
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000904,فاتورة مشتريات,A/P Invoices - LV0000008,1127.25
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000905,فاتورة مشتريات,A/P Invoices - LV0000008,107.65
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000906,فاتورة مشتريات,A/P Invoices - LV0000324,1416.667
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000907,فاتورة مشتريات,A/P Invoices - LV0000324,1416.667
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000908,فاتورة مشتريات,A/P Invoices - LV0000324,41.85
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000909,فاتورة مشتريات,A/P Invoices - LV0000324,57.45
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000910,فاتورة مشتريات,A/P Invoices - LV0000324,39.85
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000911,فاتورة مشتريات,A/P Invoices - LV0000324,207.922
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000912,فاتورة مشتريات,A/P Invoices - LV0000324,211.162
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000913,فاتورة مشتريات,A/P Invoices - LV0000324,168.2
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000914,فاتورة مشتريات,A/P Invoices - LV0000324,108.25
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000915,فاتورة مشتريات,A/P Invoices - LV0000324,104.393
SHK,6020101024,مصاريف تخزين بضاعة,5/17/2026,26000916,فاتورة مشتريات,A/P Invoices - LV0000324,1416.667
SHK,6020101014,خصم مسموح به,5/16/2026,26009977,قيد يومي,خصم مسموح,84.873
SHK,6020101014,خصم مسموح به,5/16/2026,26009983,قيد يومي,خصم مسحوبات 4 %(Reversal) - 13952,-240.713
SHK,6020101014,خصم مسموح به,5/16/2026,26102724,قيد يومي,خصم مسحوبات 4 %,195.951
SHK,6020101005,مصاريف تعبئة وتغليف,5/17/2026,26102728,قيد يومي,تعبئة وتغليف تمر,875
SHK,6010101003,مصاريف النظافة,5/17/2026,26009992,قيد يومي,نظافة المصنع لشهر 04,70
SHK,6020101010,مصاريف صيانة سيارات,5/17/2026,26102737,قيد يومي,غسيل سيارة امجد زكي,4
SHK,6020101019,مصاريف منسقين,5/17/2026,26102738,قيد يومي,منسق ياسر,50
SHK,6010101021,مصاريف عمولات بنكية,3/9/2026,26010024,قيد يومي,عمولات بنكية(Reversal) - 7280,-27.991
SHK,6010101021,مصاريف عمولات بنكية,3/9/2026,26010026,قيد يومي,عمولات بنكية,27.991
SHK,6010101012,مصاريف لوازم مستهلكة,5/17/2026,26000029,إشعار دائن مشتريات,A/P Credit Memos - LV0000101,-26.293
SHK,6010101022,مصاريف عمولات زين كاش,5/3/2026,26010049,قيد يومي,دفعة لضريبة الدخل(Reversal) - 12652,-2
SHK,6010101009,مصاريف متفرقة,1/10/2026,26010066,قيد يومي,متفرقات(Reversal) - 491,-128.899
SHK,6020101008,مصاريف نقل وشحن,1/10/2026,26010066,قيد يومي,اجور تقل ماكنات من سوريا(Reversal) - 491,-615.35
SHK,6020101010,مصاريف صيانة سيارات,1/10/2026,26010066,قيد يومي,ف/رقم 758(Reversal) - 491,-10.35
SHK,6020101013,مصاريف بيعية,1/10/2026,26010066,قيد يومي,منسيقين(Reversal) - 491,-50.35
SHK,6020101015,مصاريف تحميل وتنزيل,1/10/2026,26010066,قيد يومي,تحميل وتنزيل(Reversal) - 491,-20
SHK,6020101015,مصاريف تحميل وتنزيل,1/10/2026,26010066,قيد يومي,تحميل وتنزيل(Reversal) - 491,-50
SHK,6010101009,مصاريف متفرقة,1/10/2026,26102763,قيد يومي,متفرقات,128.899
SHK,6020101008,مصاريف نقل وشحن,1/10/2026,26102763,قيد يومي,اجور تقل ماكنات من سوريا,615.35
SHK,6020101013,مصاريف بيعية,1/10/2026,26102763,قيد يومي,منسيقين,50.35
SHK,6020101010,مصاريف صيانة سيارات,1/10/2026,26102763,قيد يومي,ف/رقم 758,10.35
SHK,6020101015,مصاريف تحميل وتنزيل,1/10/2026,26102763,قيد يومي,تحميل وتنزيل,20
SHK,6020101015,مصاريف تحميل وتنزيل,1/10/2026,26102763,قيد يومي,تحميل وتنزيل,50
SHK,6010101020,مصاريف حكومية,5/18/2026,26010067,قيد يومي,حكومية,1448.979
SHK,6020101003,مصاريف تصدير,5/18/2026,26102764,قيد يومي,شيك رقم 27,2157
SHK,6020101017,مصاريف شحن سيارات,5/13/2026,26102765,قيد يومي,شحن بطاريه,2
SHK,6010101012,مصاريف لوازم مستهلكة,5/18/2026,26010084,قيد يومي,اسمنت,100
SHK,6010101012,مصاريف لوازم مستهلكة,5/18/2026,26010084,قيد يومي,لوازم,10
SHK,6010101012,مصاريف لوازم مستهلكة,5/18/2026,26010084,قيد يومي,اسمنت,25
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26010084,قيد يومي,فلتر,60
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102768,قيد يومي,غسيل بودي,4
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102768,قيد يومي,ماء امونيا,15
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102768,قيد يومي,غسيل كامل,15
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102769,قيد يومي,ديفينول 15-40 20 لتر,127.586
SHK,6010101003,مصاريف النظافة,5/18/2026,26102770,قيد يومي,اجور نقل نفايات,50
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102771,قيد يومي,صيانة سيارات,240.35
SHK,6020101017,مصاريف شحن سيارات,5/18/2026,26102773,قيد يومي,شحن سيارة جهاد فقوسة,25.5
SHK,6020101017,مصاريف شحن سيارات,5/18/2026,26102783,قيد يومي,شحن سياره,18.2
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102783,قيد يومي,صيانة سيارات,5
SHK,6010101021,مصاريف عمولات بنكية,5/18/2026,26102784,قيد يومي,زيت - شيخ الكار,0.35
SHK,6010101022,مصاريف عمولات زين كاش,5/18/2026,26102785,قيد يومي,تحويل للبنك,0.35
SHK,6010101025,مصاريف هاتف,5/18/2026,26102786,قيد يومي,اتصالات,7.86
SHK,6010101026,مصاريف انترنت,5/18/2026,26102789,قيد يومي,انترنت,23.2
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102790,قيد يومي,صيانة سيارات,45.35
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102791,قيد يومي,صيانة سيارات,15.35
SHK,6010101022,مصاريف عمولات زين كاش,5/18/2026,26102793,قيد يومي,تحويل للمول,0.35
SHK,6010101020,مصاريف حكومية,5/18/2026,26102794,قيد يومي,مراقبة شركات,10.25
SHK,6010101020,مصاريف حكومية,5/18/2026,26102794,قيد يومي,مراقبة شركات,5.25
SHK,6010101020,مصاريف حكومية,5/18/2026,26102794,قيد يومي,مراقبة شركات,20.5
SHK,6020101017,مصاريف شحن سيارات,5/18/2026,26102795,قيد يومي,شحن سيارات,4.7
SHK,6010101004,مصاريف ضيافة,5/18/2026,26102795,قيد يومي,ثمن قوارير ماء,10
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102795,قيد يومي,غسيل بودي,3
SHK,6020101010,مصاريف صيانة سيارات,5/18/2026,26102795,قيد يومي,بنشر,1.5
SHK,6010101021,مصاريف عمولات بنكية,5/18/2026,26102796,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/18/2026,26102796,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/18/2026,26102796,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/18/2026,26102799,قيد يومي,دفعه للضمان,1.5
